Product_en;Amount_pcs;Price;Date
Rain jacket;3;2997,00;2023-08-08
Pin;19;911,40;2023-08-08
Shawl/Scarf;8;1800,10;2023-08-08
Napkins;4;276,00;2023-08-08
Teddy fleece;4;2596,00;2023-08-08
Viking;5;765,00;2023-08-08
Kitchen;7;824,00;2023-08-08
Post stamp;180;5412,00;2023-08-08
Headband;17;2623,00;2023-08-08
Children;3;437,00;2023-08-08
Buff;13;897,00;2023-08-08
Bag;83;183,80;2023-08-08
Woolen hat;3;2297,00;2023-08-08
Reindeer products;9;1071,00;2023-08-08
Thimble;1;50,00;2023-08-08
Pen/Pencil;5;365,00;2023-08-08
Lighter;13;943,00;2023-08-08
Nordkapp figure;25;3375,00;2023-08-08
Bottle cap;10;990,00;2023-08-08
Slate;1;139,00;2023-08-08
Insulation jacket;1;1199,00;2023-08-08
Stationery;11;253,00;2023-08-08
Viking jewelry;2;548,00;2023-08-08
Coin;2;158,00;2023-08-08
Pocket knife;2;258,00;2023-08-08
Boxer;7;973,00;2023-08-08
Souvenirs;55;5839,80;2023-08-09
Trolls;26;2644,10;2023-08-09
Clothes;2;898,00;2023-08-09
Books;13;1857,00;2023-08-09
Figures;1;1199,00;2023-08-09
Various;8;1173,00;2023-08-09
Food;68;6347,00;2023-08-09
Fur;3;3093,00;2023-08-09
Softshell;14;12496,10;2023-08-09
Down jacket;1;989,10;2023-08-09
Mocca Fleece;1;699,00;2023-08-09
Troll magnet;46;3586,60;2023-08-09
Fluffy socks;41;5944,10;2023-08-09
Christmas;135;17362,20;2023-08-09
Hat;12;2640,00;2023-08-09
Candy/Chocolate;34;3336,00;2023-08-09
T-shirt;98;28313,00;2023-08-09
Socks;26;2806,00;2023-08-09
Keychain;39;2803,40;2023-08-09
Cap;31;5243,00;2023-08-09
Down coat;3;1798,50;2023-08-09
Hoodie;14;5970,20;2023-08-09
Nordkapp book;12;1808,30;2023-08-09
Magnet;152;9343,60;2023-08-09
Glassware;1;179,00;2023-08-09
Snow globe;7;585,00;2023-08-09
Ny Form Troll;16;6210,00;2023-08-09
Woolen sweater;6;11244,00;2023-08-09
Gloves/Mittens;10;1501,00;2023-08-09
Sticker/Patch;51;2029,60;2023-08-09
Mug;19;2274,10;2023-08-09
Shot glass;12;818,00;2023-08-09
Soft toy;11;1572,00;2023-08-09
Postcard;229;2502,00;2023-08-09
Jewelry;12;2058,00;2023-08-09
Pants;4;3596,00;2023-08-09
Rain jacket;2;1798,00;2023-08-09
Pin;23;980,00;2023-08-09
Shawl/Scarf;7;833,00;2023-08-09
Napkins;20;1380,00;2023-08-09
Easter;1;179,00;2023-08-09
Viking;13;1710,10;2023-08-09
Kitchen;19;2151,00;2023-08-09
Down vest;1;899,00;2023-08-09
Fleece jacket;2;1398,00;2023-08-09
Post stamp;77;2427,00;2023-08-09
Headband;6;1279,10;2023-08-09
Children;9;1201,00;2023-08-09
Buff;7;483,00;2023-08-09
Bag;119;268,30;2023-08-09
Reindeer products;3;2835,00;2023-08-09
Thimble;4;200,00;2023-08-09
Pen/Pencil;12;988,00;2023-08-09
Lighter;6;230,00;2023-08-09
Card Deck;7;350,00;2023-08-09
Glasses case;2;238,00;2023-08-09
Nordkapp figure;5;695,00;2023-08-09
Pile fleece;1;849,00;2023-08-09
Bottle cap;12;1188,00;2023-08-09
Slate;1;139,00;2023-08-09
Stationery;12;532,00;2023-08-09
Viking jewelry;3;902,10;2023-08-09
Coin;19;1477,30;2023-08-09
Pocket knife;1;129,00;2023-08-09
Boxer;3;417,00;2023-08-09
Souvenirs;12;869,00;2023-08-10
Trolls;5;388,00;2023-08-10
Books;3;437,00;2023-08-10
Various;5;505,00;2023-08-10
Food;8;523,00;2023-08-10
Fur;1;699,00;2023-08-10
Softshell;1;899,00;2023-08-10
Mocca Fleece;1;699,00;2023-08-10
Troll magnet;26;1967,10;2023-08-10
Fluffy socks;11;1689,00;2023-08-10
Christmas;23;2620,00;2023-08-10
Hat;2;409,00;2023-08-10
Candy/Chocolate;9;761,00;2023-08-10
T-shirt;35;9915,00;2023-08-10
Socks;8;880,00;2023-08-10
Keychain;13;838,00;2023-08-10
Cap;8;1353,00;2023-08-10
Down coat;2;1199,00;2023-08-10
Combijacket;1;749,00;2023-08-10
Hoodie;5;1784,70;2023-08-10
Nordkapp book;4;676,00;2023-08-10
Magnet;49;2938,20;2023-08-10
Snow globe;3;237,00;2023-08-10
Ny Form Troll;5;1265,00;2023-08-10
Woolen sweater;1;2599,00;2023-08-10
Gloves/Mittens;2;548,00;2023-08-10
Sticker/Patch;17;743,00;2023-08-10
Mug;12;1168,00;2023-08-10
Soft toy;3;449,00;2023-08-10
Postcard;57;575,00;2023-08-10
Jewelry;3;697,00;2023-08-10
Rain jacket;1;999,00;2023-08-10
Pin;3;147,00;2023-08-10
Shawl/Scarf;9;1111,00;2023-08-10
Napkins;1;69,00;2023-08-10
Viking;3;577,00;2023-08-10
Kitchen;1;119,00;2023-08-10
Post stamp;23;690,00;2023-08-10
Headband;1;149,00;2023-08-10
Children;6;1074,00;2023-08-10
Buff;5;345,00;2023-08-10
Bag;28;61,00;2023-08-10
Woolen hat;0;0,00;2023-08-10
Woolen scarf;1;1275,00;2023-08-10
Reindeer products;3;357,00;2023-08-10
Thimble;1;50,00;2023-08-10
Lighter;3;212,10;2023-08-10
Card Deck;2;158,00;2023-08-10
Bottle cap;1;99,00;2023-08-10
Stationery;2;125,00;2023-08-10
Viking jewelry;1;279,00;2023-08-10
Coin;3;229,10;2023-08-10
Boxer;2;278,00;2023-08-10
Souvenirs;25;1931,60;2023-08-11
Trolls;25;2788,00;2023-08-11
Books;15;2133,00;2023-08-11
Various;2;269,00;2023-08-11
Food;36;3924,00;2023-08-11
Fur;2;420,00;2023-08-11
Softshell;11;9799,10;2023-08-11
Down jacket;1;1099,00;2023-08-11
Mocca Fleece;2;1398,00;2023-08-11
Troll magnet;32;2520,10;2023-08-11
Fluffy socks;25;3355,20;2023-08-11
Christmas;53;6664,10;2023-08-11
Hat;10;2151,00;2023-08-11
Candy/Chocolate;15;2675,00;2023-08-11
T-shirt;51;14809,10;2023-08-11
Socks;48;5170,00;2023-08-11
Keychain;36;2597,10;2023-08-11
Cap;17;2790,00;2023-08-11
Combijacket;3;2247,00;2023-08-11
Hoodie;6;2514,00;2023-08-11
Nordkapp book;6;1014,00;2023-08-11
Magnet;71;4298,50;2023-08-11
Glassware;1;179,00;2023-08-11
Snow globe;4;347,00;2023-08-11
Ny Form Troll;17;4525,00;2023-08-11
Woolen sweater;7;15893,00;2023-08-11
Gloves/Mittens;7;1203,00;2023-08-11
Sticker/Patch;14;611,20;2023-08-11
Mug;6;914,00;2023-08-11
Shot glass;10;535,50;2023-08-11
Soft toy;3;567,00;2023-08-11
Postcard;147;1586,00;2023-08-11
Jewelry;23;5868,00;2023-08-11
Pants;1;899,00;2023-08-11
Rain jacket;2;2498,00;2023-08-11
Pin;14;686,00;2023-08-11
Shawl/Scarf;14;2017,00;2023-08-11
Napkins;4;276,00;2023-08-11
Easter;1;179,00;2023-08-11
Viking;4;496,00;2023-08-11
Kitchen;7;736,00;2023-08-11
Fleece jacket;4;2796,00;2023-08-11
Post stamp;38;1668,00;2023-08-11
Headband;5;945,00;2023-08-11
Children;3;432,10;2023-08-11
Buff;6;414,00;2023-08-11
Bag;85;180,60;2023-08-11
Woolen scarf;1;1275,00;2023-08-11
Reindeer products;6;4186,00;2023-08-11
Thimble;4;200,00;2023-08-11
Pen/Pencil;9;517,00;2023-08-11
Thermobottle;1;269,00;2023-08-11
Lighter;8;1082,00;2023-08-11
Card Deck;3;150,00;2023-08-11
Glasses case;1;119,00;2023-08-11
Nordkapp figure;1;59,00;2023-08-11
Bottle cap;6;594,00;2023-08-11
Slate;1;259,00;2023-08-11
Stationery;2;30,00;2023-08-11
Viking jewelry;1;195,30;2023-08-11
Coin;15;1185,00;2023-08-11
Pocket knife;5;645,00;2023-08-11
Boxer;4;556,00;2023-08-11
Souvenirs;16;1226,50;2023-08-12
Trolls;6;567,00;2023-08-12
Books;4;526,00;2023-08-12
Figures;1;1499,00;2023-08-12
Various;7;674,00;2023-08-12
Food;30;3047,30;2023-08-12
Softshell;6;5304,10;2023-08-12
Down jacket;1;699,00;2023-08-12
Mocca Fleece;1;699,00;2023-08-12
Troll magnet;7;553,00;2023-08-12
Fluffy socks;16;2374,00;2023-08-12
Christmas;39;4442,50;2023-08-12
Hat;8;1254,00;2023-08-12
Candy/Chocolate;13;2169,10;2023-08-12
T-shirt;29;8521,00;2023-08-12
Socks;17;1977,00;2023-08-12
Keychain;18;1315,10;2023-08-12
Cap;11;1861,00;2023-08-12
Combijacket;2;1498,00;2023-08-12
Hoodie;6;2514,00;2023-08-12
Nordkapp book;3;507,00;2023-08-12
Magnet;64;3943,20;2023-08-12
Glassware;3;347,00;2023-08-12
Snow globe;6;409,00;2023-08-12
Ny Form Troll;7;2373,00;2023-08-12
Woolen sweater;1;1819,30;2023-08-12
Gloves/Mittens;7;1193,00;2023-08-12
Sticker/Patch;14;560,00;2023-08-12
Mug;6;655,00;2023-08-12
Shot glass;10;772,00;2023-08-12
Soft toy;5;805,00;2023-08-12
Postcard;63;688,00;2023-08-12
Jewelry;1;699,00;2023-08-12
Pants;1;899,00;2023-08-12
Rain jacket;4;4096,00;2023-08-12
Pin;8;392,00;2023-08-12
Shawl/Scarf;1;359,00;2023-08-12
Napkins;3;207,00;2023-08-12
Kitchen;2;248,00;2023-08-12
Fleece jacket;1;699,00;2023-08-12
Post stamp;16;498,00;2023-08-12
Headband;5;715,00;2023-08-12
Buff;2;138,00;2023-08-12
Bag;41;93,00;2023-08-12
Woolen hat;1;499,00;2023-08-12
Reindeer products;2;488,00;2023-08-12
Thimble;2;100,00;2023-08-12
Thermobottle;4;956,00;2023-08-12
Lighter;1;39,00;2023-08-12
Card Deck;3;179,00;2023-08-12
Nordkapp figure;5;555,00;2023-08-12
Bottle cap;3;297,00;2023-08-12
Viking jewelry;1;279,00;2023-08-12
Coin;4;316,00;2023-08-12
Pocket knife;1;129,00;2023-08-12
Souvenirs;15;775,00;2023-08-13
Trolls;1;120,00;2023-08-13
Books;4;486,00;2023-08-13
Various;2;138,60;2023-08-13
Food;9;757,60;2023-08-13
Softshell;1;899,00;2023-08-13
Mocca Fleece;3;2097,00;2023-08-13
Troll magnet;8;632,00;2023-08-13
Christmas;9;881,00;2023-08-13
Hat;1;649,00;2023-08-13
Candy/Chocolate;5;311,50;2023-08-13
T-shirt;6;1694,00;2023-08-13
Socks;2;239,00;2023-08-13
Keychain;6;404,00;2023-08-13
Cap;7;1195,00;2023-08-13
Hoodie;5;1945,20;2023-08-13
Nordkapp book;2;338,00;2023-08-13
Magnet;5;335,00;2023-08-13
Glassware;1;89,00;2023-08-13
Snow globe;2;158,00;2023-08-13
Woolen sweater;1;2599,00;2023-08-13
Gloves/Mittens;2;438,00;2023-08-13
Sticker/Patch;7;239,00;2023-08-13
Mug;4;236,00;2023-08-13
Soft toy;1;259,00;2023-08-13
Postcard;35;350,00;2023-08-13
Jewelry;1;39,00;2023-08-13
Pants;1;899,00;2023-08-13
Rain jacket;1;799,00;2023-08-13
Pin;3;141,00;2023-08-13
Winter jacket;1;1999,00;2023-08-13
Viking;1;116,10;2023-08-13
Kitchen;2;178,00;2023-08-13
Post stamp;17;510,00;2023-08-13
Headband;1;149,00;2023-08-13
Children;2;308,00;2023-08-13
Bag;14;29,80;2023-08-13
Reindeer products;3;357,00;2023-08-13
Pen/Pencil;3;160,30;2023-08-13
Lighter;1;39,00;2023-08-13
Nordkapp figure;5;825,00;2023-08-13
Coin;1;79,00;2023-08-13
Souvenirs;124;9762,50;2023-08-14
Trolls;143;16661,10;2023-08-14
Clothes;3;297,00;2023-08-14
Books;41;6559,10;2023-08-14
Figures;2;1698,00;2023-08-14
Various;24;1666,00;2023-08-14
Food;136;13336,00;2023-08-14
Fur;1;1695,00;2023-08-14
Softshell;55;48995,50;2023-08-14
Down jacket;4;3796,50;2023-08-14
Mocca Fleece;11;7619,10;2023-08-14
Troll magnet;189;14765,10;2023-08-14
Fluffy socks;91;13169,00;2023-08-14
Christmas;250;27912,30;2023-08-14
Hat;45;8674,00;2023-08-14
Candy/Chocolate;49;5101,00;2023-08-14
T-shirt;179;51371,00;2023-08-14
Socks;118;13010,00;2023-08-14
Keychain;135;9371,20;2023-08-14
Cap;56;9916,30;2023-08-14
Down coat;6;3597,00;2023-08-14
Combijacket;6;4494,00;2023-08-14
Hoodie;78;33582,00;2023-08-14
Nordkapp book;36;4563,00;2023-08-14
Magnet;534;32479,40;2023-08-14
Glassware;33;7047,00;2023-08-14
Snow globe;61;5032,10;2023-08-14
Ny Form Troll;66;22616,00;2023-08-14
Woolen sweater;4;6496,00;2023-08-14
Gloves/Mittens;22;4578,00;2023-08-14
Sticker/Patch;62;2779,00;2023-08-14
Mug;72;8948,00;2023-08-14
Shot glass;29;2046,50;2023-08-14
Soft toy;45;7975,20;2023-08-14
Postcard;393;4090,00;2023-08-14
Jewelry;16;3266,00;2023-08-14
Pants;6;5394,00;2023-08-14
Hybrid jacket;4;3696,30;2023-08-14
Rain jacket;22;22078,00;2023-08-14
Pin;46;2254,00;2023-08-14
Shawl/Scarf;37;6481,00;2023-08-14
Napkins;28;1932,00;2023-08-14
Easter;5;895,00;2023-08-14
Teddy fleece;8;5192,00;2023-08-14
Winter jacket;1;1799,00;2023-08-14
Viking;28;6812,00;2023-08-14
Kitchen;54;6072,00;2023-08-14
Fleece jacket;12;8388,00;2023-08-14
Post stamp;134;4056,00;2023-08-14
Headband;10;1770,00;2023-08-14
Children;8;1082,00;2023-08-14
Buff;27;1863,00;2023-08-14
Bag;376;850,80;2023-08-14
Woolen hat;6;4549,50;2023-08-14
Reindeer products;27;10056,00;2023-08-14
Thimble;11;588,00;2023-08-14
Pen/Pencil;49;2347,00;2023-08-14
Thermobottle;4;956,00;2023-08-14
Lighter;24;1042,00;2023-08-14
Card Deck;22;1187,00;2023-08-14
Glasses case;4;476,00;2023-08-14
Nordkapp figure;69;8121,00;2023-08-14
Pile fleece;2;1613,10;2023-08-14
Bottle cap;26;2574,00;2023-08-14
Slate;3;417,00;2023-08-14
Insulation jacket;3;3597,00;2023-08-14
Tin;3;297,00;2023-08-14
Stationery;35;1074,00;2023-08-14
Viking jewelry;7;2033,00;2023-08-14
Coin;47;3713,00;2023-08-14
Pocket knife;4;516,00;2023-08-14
Boxer;26;3614,00;2023-08-14
Souvenirs;4;219,00;2023-08-15
Trolls;4;378,00;2023-08-15
Books;3;487,00;2023-08-15
Various;1;149,00;2023-08-15
Food;12;1021,00;2023-08-15
Softshell;1;899,00;2023-08-15
Down jacket;3;2897,00;2023-08-15
Troll magnet;14;1106,00;2023-08-15
Fluffy socks;2;298,00;2023-08-15
Christmas;7;843,00;2023-08-15
Hat;4;627,00;2023-08-15
Candy/Chocolate;1;39,50;2023-08-15
T-shirt;15;4195,00;2023-08-15
Socks;7;788,00;2023-08-15
Keychain;13;917,00;2023-08-15
Cap;7;1253,00;2023-08-15
Combijacket;1;749,00;2023-08-15
Hoodie;2;828,00;2023-08-15
Nordkapp book;5;845,00;2023-08-15
Magnet;71;4239,00;2023-08-15
Snow globe;4;378,00;2023-08-15
Ny Form Troll;4;2522,00;2023-08-15
Woolen sweater;1;1699,00;2023-08-15
Sticker/Patch;29;1016,00;2023-08-15
Mug;5;765,00;2023-08-15
Shot glass;4;258,00;2023-08-15
Soft toy;1;159,00;2023-08-15
Postcard;22;249,00;2023-08-15
Jewelry;2;628,00;2023-08-15
Pin;4;196,00;2023-08-15
Shawl/Scarf;3;607,00;2023-08-15
Teddy fleece;2;1298,00;2023-08-15
Kitchen;1;110,00;2023-08-15
Fleece jacket;1;699,00;2023-08-15
Headband;1;149,00;2023-08-15
Children;2;258,00;2023-08-15
Buff;5;345,00;2023-08-15
Bag;27;61,00;2023-08-15
Reindeer products;1;369,00;2023-08-15
Pen/Pencil;2;38,00;2023-08-15
Thermobottle;1;239,00;2023-08-15
Lighter;4;152,00;2023-08-15
Card Deck;1;50,00;2023-08-15
Nordkapp figure;14;1426,00;2023-08-15
Stationery;6;134,00;2023-08-15
Coin;1;79,00;2023-08-15
Pocket knife;2;258,00;2023-08-15
Boxer;2;278,00;2023-08-15
Souvenirs;61;5330,30;2023-08-16
Trolls;38;5054,00;2023-08-16
Clothes;1;269,00;2023-08-16
Books;24;4026,00;2023-08-16
Figures;3;3647,00;2023-08-16
Various;5;1232,10;2023-08-16
Food;43;3699,00;2023-08-16
Fur;3;2598,00;2023-08-16
Softshell;21;18789,10;2023-08-16
Troll magnet;37;2923,00;2023-08-16
Fluffy socks;51;7105,20;2023-08-16
Christmas;94;10676,10;2023-08-16
Hat;35;5595,00;2023-08-16
Candy/Chocolate;22;2641,40;2023-08-16
T-shirt;98;27485,10;2023-08-16
Socks;67;7731,00;2023-08-16
Keychain;48;3265,10;2023-08-16
Cap;21;3614,00;2023-08-16
Combijacket;4;2921,10;2023-08-16
Hoodie;27;11883,00;2023-08-16
Nordkapp book;16;2704,00;2023-08-16
Magnet;324;19799,80;2023-08-16
Glassware;23;4737,00;2023-08-16
Snow globe;29;2295,00;2023-08-16
Ny Form Troll;43;13397,70;2023-08-16
Woolen sweater;6;11694,00;2023-08-16
Gloves/Mittens;30;6140,00;2023-08-16
Sticker/Patch;18;871,00;2023-08-16
Mug;32;3873,00;2023-08-16
Shot glass;24;1549,50;2023-08-16
Soft toy;17;2629,00;2023-08-16
Postcard;452;4921,00;2023-08-16
Jewelry;6;1284,00;2023-08-16
Pants;1;899,00;2023-08-16
Rain jacket;9;9291,00;2023-08-16
Pin;22;1078,00;2023-08-16
Shawl/Scarf;20;3453,00;2023-08-16
Napkins;11;759,00;2023-08-16
Teddy fleece;2;1298,00;2023-08-16
Viking;16;3274,00;2023-08-16
Kitchen;23;2569,00;2023-08-16
Fleece jacket;5;3495,00;2023-08-16
Headband;14;2321,10;2023-08-16
Children;10;1440,00;2023-08-16
Buff;9;621,00;2023-08-16
Bag;154;341,60;2023-08-16
Woolen hat;3;2287,00;2023-08-16
Reindeer products;2;398,00;2023-08-16
Thimble;6;300,00;2023-08-16
Pen/Pencil;19;849,10;2023-08-16
Lighter;9;339,10;2023-08-16
Card Deck;5;250,00;2023-08-16
Glasses case;5;595,00;2023-08-16
Nordkapp figure;42;4578,00;2023-08-16
Pile fleece;3;2547,00;2023-08-16
Bottle cap;9;891,00;2023-08-16
Slate;1;139,00;2023-08-16
Insulation jacket;1;1199,00;2023-08-16
Stationery;4;148,00;2023-08-16
Viking jewelry;6;1659,30;2023-08-16
Coin;34;2622,80;2023-08-16
Boxer;3;417,00;2023-08-16
Souvenirs;23;2053,00;2023-08-17
Trolls;7;744,00;2023-08-17
Clothes;1;449,00;2023-08-17
Books;6;734,00;2023-08-17
Figures;1;1199,00;2023-08-17
Various;3;207,00;2023-08-17
Food;14;1287,00;2023-08-17
Fur;2;2394,00;2023-08-17
Softshell;33;29217,50;2023-08-17
Mocca Fleece;3;2097,00;2023-08-17
Troll magnet;30;2370,00;2023-08-17
Fluffy socks;37;5372,00;2023-08-17
Christmas;107;14045,70;2023-08-17
Hat;32;5099,00;2023-08-17
Candy/Chocolate;10;1090,00;2023-08-17
T-shirt;28;7932,00;2023-08-17
Socks;32;3642,00;2023-08-17
Keychain;41;2899,00;2023-08-17
Cap;9;1532,00;2023-08-17
Down coat;4;2398,00;2023-08-17
Combijacket;5;3745,00;2023-08-17
Hoodie;6;2531,10;2023-08-17
Nordkapp book;11;1859,00;2023-08-17
Magnet;146;8981,00;2023-08-17
Glassware;4;696,00;2023-08-17
Snow globe;7;555,00;2023-08-17
Ny Form Troll;6;2080,00;2023-08-17
Woolen sweater;2;3698,00;2023-08-17
Gloves/Mittens;40;8550,00;2023-08-17
Sticker/Patch;12;559,00;2023-08-17
Mug;8;544,00;2023-08-17
Shot glass;8;550,00;2023-08-17
Soft toy;16;2866,20;2023-08-17
Postcard;138;1464,00;2023-08-17
Jewelry;12;2708,00;2023-08-17
Hybrid jacket;1;999,00;2023-08-17
Rain jacket;5;5495,00;2023-08-17
Pin;19;931,00;2023-08-17
Shawl/Scarf;14;2792,30;2023-08-17
Napkins;16;1104,00;2023-08-17
Easter;2;358,00;2023-08-17
Teddy fleece;2;1298,00;2023-08-17
Winter jacket;2;3998,00;2023-08-17
Viking;2;328,00;2023-08-17
Kitchen;13;1449,00;2023-08-17
Headband;10;1450,00;2023-08-17
Children;3;387,00;2023-08-17
Buff;3;207,00;2023-08-17
Bag;96;210,70;2023-08-17
Woolen hat;2;1538,00;2023-08-17
Reindeer products;6;6257,00;2023-08-17
Thimble;1;50,00;2023-08-17
Pen/Pencil;22;1148,00;2023-08-17
Thermobottle;3;717,00;2023-08-17
Lighter;7;269,00;2023-08-17
Card Deck;6;300,00;2023-08-17
Glasses case;1;119,00;2023-08-17
Nordkapp figure;3;297,00;2023-08-17
Bottle cap;3;297,00;2023-08-17
Slate;5;695,00;2023-08-17
Insulation jacket;1;1199,00;2023-08-17
Tin;1;99,00;2023-08-17
Stationery;2;30,00;2023-08-17
Coin;12;948,00;2023-08-17
Boxer;2;278,00;2023-08-17
Souvenirs;2;518,00;2023-08-18
Trolls;2;0,00;2023-08-18
Books;1;149,00;2023-08-18
Various;0;84,00;2023-08-18
Food;10;680,00;2023-08-18
Mocca Fleece;1;699,00;2023-08-18
Troll magnet;1;79,00;2023-08-18
Fluffy socks;12;1718,00;2023-08-18
Christmas;9;1412,00;2023-08-18
Hat;3;468,00;2023-08-18
T-shirt;12;3498,00;2023-08-18
Socks;1;99,00;2023-08-18
Keychain;7;483,00;2023-08-18
Cap;1;169,00;2023-08-18
Magnet;18;1162,00;2023-08-18
Gloves/Mittens;1;499,00;2023-08-18
Sticker/Patch;3;95,00;2023-08-18
Mug;1;129,00;2023-08-18
Soft toy;2;158,00;2023-08-18
Postcard;5;50,00;2023-08-18
Pants;1;899,00;2023-08-18
Rain jacket;1;1499,00;2023-08-18
Pin;4;196,00;2023-08-18
Kitchen;1;89,00;2023-08-18
Post stamp;1;30,00;2023-08-18
Bag;5;11,00;2023-08-18
Thimble;4;200,00;2023-08-18
Thermobottle;1;239,00;2023-08-18
Coin;1;79,00;2023-08-18
Souvenirs;2;50,00;2023-08-19
Trolls;1;79,00;2023-08-19
Books;1;189,00;2023-08-19
Food;14;1386,00;2023-08-19
Fur;1;699,00;2023-08-19
Troll magnet;3;237,00;2023-08-19
Fluffy socks;3;437,00;2023-08-19
Christmas;5;525,00;2023-08-19
Hat;2;220,00;2023-08-19
Candy/Chocolate;1;79,00;2023-08-19
T-shirt;11;3229,00;2023-08-19
Socks;1;110,00;2023-08-19
Keychain;9;611,00;2023-08-19
Down coat;2;1199,00;2023-08-19
Hoodie;5;2085,00;2023-08-19
Nordkapp book;1;169,00;2023-08-19
Magnet;17;1043,00;2023-08-19
Snow globe;2;158,00;2023-08-19
Ny Form Troll;1;415,00;2023-08-19
Sticker/Patch;3;109,00;2023-08-19
Mug;5;595,00;2023-08-19
Soft toy;3;477,00;2023-08-19
Postcard;12;120,00;2023-08-19
Jewelry;1;39,00;2023-08-19
Napkins;2;138,00;2023-08-19
Teddy fleece;1;649,00;2023-08-19
Kitchen;1;110,00;2023-08-19
Post stamp;7;210,00;2023-08-19
Bag;7;16,00;2023-08-19
Woolen hat;1;889,00;2023-08-19
Thimble;1;50,00;2023-08-19
Pen/Pencil;1;39,00;2023-08-19
Thermobottle;1;269,00;2023-08-19
Lighter;4;156,00;2023-08-19
Coin;1;79,00;2023-08-19
Souvenirs;7;595,00;2023-08-20
Trolls;1;169,00;2023-08-20
Books;3;427,00;2023-08-20
Food;3;247,00;2023-08-20
Softshell;5;4495,00;2023-08-20
Troll magnet;4;316,00;2023-08-20
Fluffy socks;5;785,00;2023-08-20
Christmas;2;179,00;2023-08-20
Hat;2;378,00;2023-08-20
Candy/Chocolate;3;457,00;2023-08-20
T-shirt;6;1684,00;2023-08-20
Socks;2;220,00;2023-08-20
Keychain;5;415,00;2023-08-20
Cap;1;179,00;2023-08-20
Down coat;1;599,50;2023-08-20
Magnet;20;1270,00;2023-08-20
Gloves/Mittens;2;358,00;2023-08-20
Sticker/Patch;9;328,00;2023-08-20
Mug;3;369,00;2023-08-20
Soft toy;1;259,00;2023-08-20
Postcard;10;100,00;2023-08-20
Pin;1;49,00;2023-08-20
Shawl/Scarf;2;420,00;2023-08-20
Kitchen;1;110,00;2023-08-20
Post stamp;1;30,00;2023-08-20
Headband;1;129,00;2023-08-20
Buff;2;138,00;2023-08-20
Bag;11;24,00;2023-08-20
Woolen hat;1;329,00;2023-08-20
Reindeer products;2;1519,00;2023-08-20
Pen/Pencil;3;177,00;2023-08-20
Card Deck;2;100,00;2023-08-20
Nordkapp figure;2;188,00;2023-08-20
Coin;1;79,00;2023-08-20
Souvenirs;1;169,00;2023-08-21
Trolls;2;278,00;2023-08-21
Books;1;199,00;2023-08-21
Food;3;197,00;2023-08-21
Softshell;5;4495,00;2023-08-21
Mocca Fleece;1;699,00;2023-08-21
Troll magnet;8;632,00;2023-08-21
Fluffy socks;5;753,30;2023-08-21
Christmas;3;407,00;2023-08-21
Hat;1;179,00;2023-08-21
Candy/Chocolate;1;79,00;2023-08-21
T-shirt;9;2521,00;2023-08-21
Socks;4;437,00;2023-08-21
Keychain;5;345,00;2023-08-21
Cap;1;179,00;2023-08-21
Nordkapp book;1;169,00;2023-08-21
Magnet;17;1013,00;2023-08-21
Glassware;1;169,00;2023-08-21
Snow globe;1;79,00;2023-08-21
Ny Form Troll;3;827,00;2023-08-21
Woolen sweater;1;2499,00;2023-08-21
Gloves/Mittens;1;179,00;2023-08-21
Sticker/Patch;12;486,00;2023-08-21
Mug;5;597,00;2023-08-21
Soft toy;2;318,00;2023-08-21
Postcard;26;260,00;2023-08-21
Jewelry;2;78,00;2023-08-21
Pants;1;899,00;2023-08-21
Napkins;1;69,00;2023-08-21
Fleece jacket;1;699,00;2023-08-21
Post stamp;4;126,00;2023-08-21
Children;1;129,00;2023-08-21
Buff;1;69,00;2023-08-21
Bag;12;25,40;2023-08-21
Reindeer products;4;1226,00;2023-08-21
Pen/Pencil;3;247,00;2023-08-21
Thermobottle;1;239,00;2023-08-21
Card Deck;4;200,00;2023-08-21
Coin;3;237,00;2023-08-21
Boxer;1;139,00;2023-08-21
Souvenirs;85;4498,60;2023-08-22
Trolls;34;4260,00;2023-08-22
Clothes;2;548,00;2023-08-22
Books;20;3215,10;2023-08-22
Various;5;761,00;2023-08-22
Food;37;2965,00;2023-08-22
Fur;4;2792,00;2023-08-22
Softshell;25;22475,00;2023-08-22
Mocca Fleece;7;4893,00;2023-08-22
Troll magnet;52;4084,30;2023-08-22
Fluffy socks;48;6712,30;2023-08-22
Christmas;61;7197,00;2023-08-22
Hat;59;8590,00;2023-08-22
Candy/Chocolate;23;1917,00;2023-08-22
T-shirt;74;20869,80;2023-08-22
Socks;65;7061,00;2023-08-22
Keychain;63;4487,00;2023-08-22
Cap;21;3619,00;2023-08-22
Down coat;3;1798,50;2023-08-22
Combijacket;6;4494,00;2023-08-22
Hoodie;38;16483,50;2023-08-22
Nordkapp book;18;3042,00;2023-08-22
Magnet;276;16906,60;2023-08-22
Glassware;11;2072,10;2023-08-22
Snow globe;24;1992,00;2023-08-22
Ny Form Troll;25;8375,00;2023-08-22
Woolen sweater;5;8565,40;2023-08-22
Gloves/Mittens;24;5495,30;2023-08-22
Sticker/Patch;33;1478,00;2023-08-22
Mug;17;2223,00;2023-08-22
Shot glass;12;876,40;2023-08-22
Soft toy;30;4921,10;2023-08-22
Postcard;252;2723,00;2023-08-22
Jewelry;11;1756,10;2023-08-22
